,genre,type,episodes,rating_anime,members,rating_user,Mature,SliceOfLife,Fiction,Action,Shonen,Others,Sexual,Josei
2009,"Comedy, Demons, Ecchi, Harem, Romance, School",Special,6,7.37,75439,5.347043701799486,,1.0,1.0,,1.0,,1.0,
2010,"Action, Adventure, Shounen, Super Power",OVA,1,7.37,10375,5.1533180778032035,,,,1.0,1.0,,,
2011,"Fantasy, Magic, School, Shoujo",Special,1,7.37,555,3.5454545454545454,,1.0,1.0,,,,,
2012,"Action, Adventure, Seinen",Special,1,7.37,6522,5.378109452736318,1.0,,,1.0,1.0,,,
2013,Comedy,Movie,1,7.37,1577,4.702127659574468,,,,,1.0,,,
2014,"Comedy, Ecchi, Harem, Seinen, Slice of Life",TV,12,7.37,108642,6.051619699762971,1.0,1.0,,,1.0,,1.0,
2015,"Comedy, Ecchi, Harem, Seinen, Slice of Life",Special,6,7.37,21564,5.364864864864865,1.0,1.0,,,1.0,,1.0,
2016,"Action, Mecha",OVA,1,7.37,2216,5.962616822429907,,,1.0,1.0,,,,
2017,"Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.37,5705,5.796680497925311,1.0,,1.0,,,1.0,,
2018,"Comedy, School, Slice of Life",OVA,1,7.37,37342,5.683314415437003,,1.0,,,1.0,,,
2019,"Adventure, Comedy, Fantasy, Shounen",Special,1,7.37,18307,5.122144112478032,,,1.0,,1.0,,,
2020,Comedy,Special,2,7.37,14497,5.50624133148405,,,,,1.0,,,
2021,"Adventure, Comedy, Fantasy",TV,13,7.37,23679,5.614775725593668,,,1.0,,1.0,,,
2022,"Drama, Romance, Slice of Life, Supernatural",TV,13,7.37,71172,6.023584905660377,1.0,1.0,1.0,,,,,
2023,"Action, Mecha, Romance, Shounen",TV,25,7.37,66084,5.854651162790698,,1.0,1.0,1.0,1.0,,,
2024,"Comedy, Drama, Romance, School, Slice of Life",Movie,1,7.37,34272,5.567911714770798,1.0,1.0,,,1.0,,,
2025,"Comedy, Harem, Music, Romance, School, Shoujo",TV,13,7.37,105723,5.694852941176471,,1.0,,,1.0,,,
2026,"Comedy, School, Shounen, Supernatural",ONA,1,7.37,23937,4.3246153846153845,,1.0,1.0,,1.0,,,
2027,"Sci-Fi, Seinen, Slice of Life",OVA,2,7.37,12389,6.184415584415585,1.0,1.0,1.0,,,,,
2028,"Action, Adventure, Fantasy, Game, Sci-Fi",OVA,3,7.36,26163,5.7067424857839155,,,1.0,1.0,1.0,1.0,,
2029,"Adventure, Mecha, Sci-Fi, Shounen",OVA,8,7.36,17268,5.544933078393881,,,1.0,,1.0,,,
2030,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance",TV,13,7.36,151928,5.9979260283442795,,1.0,1.0,,1.0,,1.0,
2031,"Action, Sci-Fi",Movie,1,7.36,56370,5.893411665967268,,,1.0,1.0,,,,
2032,"Action, Adventure, Romance, Sci-Fi",TV,13,7.36,3607,5.755244755244755,,1.0,1.0,1.0,1.0,,,
2033,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,52,7.36,14867,5.635658914728682,,,1.0,1.0,1.0,,,
2034,"Action, Kids, Mecha",TV,37,7.36,1880,4.538461538461538,,,1.0,1.0,1.0,,,
2035,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.36,51083,5.104440275171982,,,1.0,,1.0,,,
2036,"Horror, Mystery, Psychological, Thriller",OVA,1,7.36,33381,5.475833333333333,1.0,,,,,1.0,,
2037,"Action, Comedy, Fantasy",TV,25,7.36,52569,5.938188494492044,,,1.0,1.0,1.0,,,
2038,"Action, Fantasy, Mystery, Sci-Fi, Shoujo",TV,13,7.36,108174,5.64621049401657,,1.0,1.0,1.0,,1.0,,
2039,Music,Music,1,7.35,2762,5.478260869565218,,,,,1.0,,,
2040,"Comedy, Drama, Romance, School",TV,12,7.36,123691,6.096766900293918,1.0,1.0,,,1.0,,,
2041,"Comedy, Shounen, Sports",Movie,1,7.38,5492,7.666666666666667,,,,1.0,1.0,,,
2042,"Comedy, Sci-Fi",TV,26,7.36,20883,5.784546805349183,,,1.0,,1.0,,,
2043,"Historical, Magic, Mystery, Seinen, Supernatural",TV,24,7.36,33035,6.138713745271122,1.0,,1.0,,,1.0,,
2044,"Comedy, Drama, Ecchi, Romance, Shounen",OVA,3,7.36,61154,5.719281204468189,1.0,1.0,,,1.0,,1.0,
2045,"Drama, Romance, Slice of Life",Special,1,7.36,28222,5.541625857002939,1.0,1.0,,,,,,
2046,"Action, Magic",OVA,4,7.36,14615,5.625560538116592,,,1.0,1.0,,,,
2047,Comedy,TV,12,7.36,1615,6.2745098039215685,,,,,1.0,,,
2048,"Comedy, Ecchi, Harem, School",TV,12,7.36,129672,6.001513368084749,,1.0,,,1.0,,1.0,
2049,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV,50,7.36,65896,6.170107858243451,1.0,1.0,1.0,1.0,,1.0,,
2050,"Drama, Josei, Romance, Supernatural",TV,11,7.36,40958,6.144578313253012,1.0,1.0,1.0,,,,,1.0
2051,"Adventure, Comedy, Fantasy, Shounen",Special,1,7.36,5914,4.263681592039801,,,1.0,,1.0,,,
2052,"Comedy, Parody, Shounen",Special,4,7.36,11400,4.322916666666667,,,,,1.0,,,
2053,"Action, Fantasy, Magic, Shoujo",TV,48,7.36,7314,5.161490683229814,,1.0,1.0,1.0,,,,
2054,"Romance, School, Shoujo",OVA,1,7.36,27802,5.37382378100941,,1.0,,,,,,
2055,"Action, Fantasy, Seinen, Super Power",TV,27,7.36,35520,6.2,1.0,,1.0,1.0,1.0,,,
2056,"Comedy, Slice of Life",Movie,1,7.36,16442,6.149085794655415,,1.0,,,1.0,,,
2057,"Action, Drama, Magic, Mystery, Police, Supernatural",TV,26,7.36,64905,6.04031951312286,1.0,,1.0,1.0,,1.0,,
2058,"Sci-Fi, Seinen, Slice of Life",OVA,2,7.36,7609,6.242424242424242,1.0,1.0,1.0,,,,,
2059,"Action, Comedy, Shounen, Supernatural",OVA,1,7.36,4277,5.582914572864322,,,1.0,1.0,1.0,,,
2060,"Action, Horror, Mystery, Seinen, Supernatural",Movie,1,7.36,9638,5.142857142857143,1.0,,1.0,1.0,,1.0,,
2061,"Fantasy, Music",Music,1,7.35,7612,5.623655913978495,,,1.0,,1.0,,,
2062,School,Special,1,7.35,31019,5.7933558558558556,,1.0,,,,,,
2063,Comedy,Special,1,7.35,30342,5.5740384615384615,,,,,1.0,,,
2064,"Action, Shounen, Sports",TV,128,7.35,36623,5.602536997885835,,,,1.0,1.0,,,
2065,"Drama, Fantasy, Romance, School",Movie,1,7.35,99506,5.9884359074872595,1.0,1.0,1.0,,,,,
2066,"Action, Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,26,7.35,126914,5.95202471946658,,1.0,1.0,1.0,1.0,,,
2067,"Action, Sci-Fi, Seinen",TV,12,7.36,130028,6.002160604969392,1.0,,1.0,1.0,,,,
2068,"Adventure, Comedy, Fantasy",TV,12,7.35,69683,5.954128440366972,,,1.0,,1.0,,,
2069,"Action, Adventure, Mecha, School, Sci-Fi, Space",TV,38,7.35,1548,5.421052631578948,,1.0,1.0,1.0,1.0,,,
2070,"Action, Adventure, Shounen, Super Power",Movie,1,7.35,37633,5.778969957081545,,,,1.0,1.0,,,
2071,"Action, Comedy, Parody",TV,50,7.35,801,4.6875,,,,1.0,1.0,,,
2072,"Adventure, Drama, Historical, Slice of Life",TV,50,7.35,1794,5.4,1.0,1.0,,,1.0,,,
2073,"Comedy, Ecchi, Harem, Parody, Romance",TV,13,7.35,66236,5.8512121212121215,,1.0,,,1.0,,1.0,
2074,"Mystery, Shounen",Special,2,7.35,1194,6.366666666666666,,,,,1.0,1.0,,
2075,"Adventure, Comedy, Shounen, Sports",TV,137,7.35,3623,5.840579710144928,,,,1.0,1.0,,,
2076,"Comedy, Drama, Romance, Shoujo",TV,153,7.35,14932,5.1098901098901095,1.0,1.0,,,1.0,,,
2077,"Action, Mecha, Sci-Fi",TV,26,7.35,46323,6.051792828685259,,,1.0,1.0,,,,
2078,"Action, Adventure, Comedy, Shounen",Special,1,7.35,3069,5.367521367521367,,,,1.0,1.0,,,
2079,"Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.35,6326,5.694852941176471,1.0,,1.0,,,1.0,,
2080,"Comedy, Romance",TV,12,7.35,80820,5.954488307769676,,1.0,,,1.0,,,
2081,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,2,7.35,12922,5.162790697674419,,,1.0,1.0,1.0,,,
2082,"Comedy, Fantasy, Shounen",Movie,1,7.35,22157,5.268115942028985,,,1.0,,1.0,,,
2083,"Comedy, Drama, Romance, School, Sci-Fi",TV,12,7.35,99558,6.012934960830752,1.0,1.0,1.0,,1.0,,,
2084,"Drama, Sports",Special,1,7.35,8478,5.755905511811024,1.0,,,1.0,,,,
2085,"Comedy, Police, Shounen, Supernatural, Vampire",Special,9,7.35,22823,4.838852097130243,1.0,,1.0,,1.0,1.0,,
2086,"Shounen, Sports",Special,2,7.35,2978,4.15,,,,1.0,1.0,,,
2087,"Comedy, Slice of Life",ONA,74,7.35,5359,5.761904761904762,,1.0,,,1.0,,,
2088,"Action, Comedy, Military, Shoujo",Special,6,7.35,9065,4.909090909090909,,1.0,,1.0,1.0,1.0,,
2089,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",OVA,2,7.35,51997,5.320870994248152,1.0,1.0,1.0,,1.0,,1.0,
2090,"Action, Comedy, Martial Arts, School, Shounen",Special,4,7.35,4258,4.269736842105263,,1.0,,1.0,1.0,,,
2091,"Mystery, Psychological, Sci-Fi",TV,11,7.35,81230,6.089285714285714,1.0,,1.0,,,1.0,,
2092,"Action, Mecha, Sci-Fi, Space",TV,26,7.35,5962,5.590425531914893,,,1.0,1.0,,,,
2093,"Drama, Romance, Sports",TV,26,7.35,64161,6.012165450121654,1.0,1.0,,1.0,,,,
2094,"Action, Adventure, Fantasy, Game, Romance",TV,24,7.35,537892,6.204719849428116,,1.0,1.0,1.0,1.0,1.0,,
2095,"Comedy, Slice of Life",TV,12,7.35,128529,5.833461835003855,,1.0,,,1.0,,,
2096,"Historical, Military",OVA,3,7.35,5053,6.508982035928144,1.0,,,,,1.0,,
2097,"Action, Drama, Fantasy",TV,25,7.35,55851,6.063627730294397,1.0,,1.0,1.0,,,,
2098,"Comedy, Parody",Special,1,7.34,20543,4.586800573888092,,,,,1.0,,,
2099,"Action, Comedy, Demons, School, Shounen, Supernatural",Special,1,7.34,21212,5.551630434782608,,1.0,1.0,1.0,1.0,,,
2100,"Action, Historical, Mystery, Supernatural",TV,12,7.34,84779,5.927581427581427,1.0,,1.0,1.0,,1.0,,
2101,"Mecha, Sci-Fi, Shounen",TV,46,7.34,1897,5.317073170731708,,,1.0,,1.0,,,
2102,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.34,1191,4.66,,,1.0,,1.0,,,
2103,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.34,849,5.5,,,1.0,,1.0,,,
2104,"Drama, Ecchi, Horror, Psychological, Supernatural",Special,1,7.34,116129,5.654222101547651,1.0,,1.0,,,,1.0,
2105,"Sci-Fi, Slice of Life",TV,13,7.34,6860,5.549295774647887,,1.0,1.0,,,,,
2106,"Drama, Fantasy, School, Slice of Life, Supernatural",TV,13,7.34,8717,6.482993197278912,1.0,1.0,1.0,,,,,
2107,"Comedy, School, Slice of Life",Special,1,7.34,18894,5.683311432325887,,1.0,,,1.0,,,
2108,"Action, Mecha, Sci-Fi, Shounen",TV,56,7.34,1917,5.121212121212121,,,1.0,1.0,1.0,,,
2109,"Comedy, Romance, Shounen, Supernatural",Special,11,7.34,5870,4.688888888888889,,1.0,1.0,,1.0,,,
2110,"Action, Adventure, Mecha, Police, Sci-Fi",TV,25,7.34,10727,5.842245989304812,,,1.0,1.0,1.0,1.0,,
2111,"Comedy, School, Slice of Life",TV,13,7.34,33112,5.693504736129905,,1.0,,,1.0,,,
2112,"Comedy, Romance, School, Slice of Life, Supernatural",TV,12,7.34,144370,5.995223310246,,1.0,1.0,,1.0,,,
2113,"Action, Mecha, Sci-Fi, Super Power",Movie,1,7.34,3174,4.673913043478261,,,1.0,1.0,1.0,,,
2114,"Drama, Psychological, Romance, Seinen",TV,13,7.34,41250,6.076543209876543,1.0,1.0,,,,,,
2115,"Action, Adventure, Comedy, Shounen",Special,2,7.34,1353,5.14,,,,1.0,1.0,,,
2116,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.34,3138,5.1,,,,1.0,1.0,1.0,,
2117,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,26,7.34,30308,5.812138728323699,,1.0,1.0,1.0,1.0,1.0,,
2118,"Comedy, Game, Parody, Slice of Life",TV,37,7.34,836,4.590909090909091,,1.0,,,1.0,1.0,,
2119,"Comedy, Fantasy, Sci-Fi",TV,74,7.34,1218,5.414634146341464,,,1.0,,1.0,,,
2120,Music,Music,1,7.34,6939,4.988795518207283,,,,,1.0,,,
2121,"Action, Fantasy, Mecha, Sci-Fi",Special,1,7.34,19967,5.5964912280701755,,,1.0,1.0,,,,
2122,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1,7.34,23772,5.283616692426584,,,1.0,1.0,1.0,,,
2123,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",OVA,1,7.34,10147,4.648305084745763,,,1.0,1.0,1.0,,,
2124,"Comedy, Fantasy, Shounen, Sports",Movie,1,7.34,23915,5.262638717632552,,,1.0,1.0,1.0,,,
2125,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",TV,13,7.34,21920,5.551269035532995,,,1.0,,1.0,,,
2126,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.34,38238,5.167134831460674,1.0,,1.0,1.0,1.0,,,
2127,"Action, Mecha, Sci-Fi, Space",TV,51,7.34,2764,5.376470588235295,,,1.0,1.0,,,,
2128,"Action, Mecha, Sci-Fi, Seinen, Space",Movie,1,7.34,5472,5.219178082191781,1.0,,1.0,1.0,,,,
2129,"Comedy, Drama, Fantasy, Mystery, Shounen, Super Power",TV,25,7.34,27358,5.878318584070796,1.0,,1.0,,1.0,1.0,,
2130,"Action, Drama, Sci-Fi",OVA,9,7.34,42831,5.669977081741788,1.0,,1.0,1.0,,,,
2131,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi",TV,26,7.34,237563,6.001369237790963,,1.0,1.0,,1.0,,1.0,
2132,"Horror, Mystery, Psychological, Supernatural",TV,26,7.34,126865,6.173134971970677,1.0,,1.0,,,1.0,,
2133,"Action, Comedy",Movie,1,7.34,13775,5.582608695652174,,,,1.0,1.0,,,
2134,"Action, Adventure, Drama, Mystery, Romance, Sci-Fi, Shoujo, Space",Movie,1,7.33,4311,6.5174825174825175,1.0,1.0,1.0,1.0,1.0,1.0,,
2135,"Comedy, Harem, Romance, School",ONA,15,7.33,11936,5.726190476190476,,1.0,,,1.0,,,
2136,Romance,Special,6,7.33,17764,5.340075853350189,,1.0,,,,,,
2137,"Action, Comedy, Shounen",Special,1,7.33,13993,5.393401015228426,,,,1.0,1.0,,,
2138,"Adventure, Fantasy",ONA,6,7.33,15565,6.256499133448873,,,1.0,,1.0,,,
2139,"Action, Horror, Supernatural, Vampire",Movie,1,7.33,37925,5.838730569948186,1.0,,1.0,1.0,,,,
2140,"Action, Mecha, Sci-Fi",Special,2,7.33,14158,5.847076461769116,,,1.0,1.0,,,,
2141,Music,Music,1,7.33,2919,4.449438202247191,,,,,1.0,,,
2142,"Comedy, Sci-Fi, Seinen, Slice of Life",TV,12,7.33,149497,6.001097092704334,1.0,1.0,1.0,,1.0,,,
2143,Fantasy,Movie,1,7.33,1168,4.611111111111111,,,1.0,,,,,
2144,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.33,1176,3.717948717948718,,,1.0,,1.0,,,
2145,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.33,2139,5.26595744680851,,,1.0,,1.0,,,
2146,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1,7.33,26104,4.854625550660793,,,1.0,1.0,1.0,,,
2147,"Mecha, Military",ONA,13,7.33,10531,6.211340206185567,,,1.0,,,1.0,,
2148,"Mecha, Police, Psychological, Sci-Fi",TV,10,7.33,21805,5.508951406649617,1.0,,1.0,,,1.0,,
2149,"Action, Adventure, Comedy, Fantasy, Romance, Shounen",TV,10,7.33,91049,5.835565244472127,,1.0,1.0,1.0,1.0,,,
2150,"Action, Kids, Mecha, Sports",Movie,1,7.34,3239,4.726027397260274,,,1.0,1.0,1.0,,,
2151,"Comedy, Romance, School, Shounen, Vampire",TV,24,7.33,106142,5.859171143514965,1.0,1.0,,,1.0,,,
2152,"Action, Mecha, Sci-Fi, Super Power",Movie,1,7.33,3189,4.9,,,1.0,1.0,1.0,,,
2153,"Drama, Romance, School, Shounen",OVA,2,7.33,25799,5.819070904645477,1.0,1.0,,,1.0,,,
2154,"Comedy, Ecchi, Harem, Romance, School, Seinen",OVA,12,7.33,125614,5.757605495583906,1.0,1.0,,,1.0,,1.0,
2155,"Comedy, Ecchi, School, Seinen",OVA,4,7.33,22431,5.967416602017067,1.0,1.0,,,1.0,,1.0,
2156,"Action, Adventure, Comedy, Shounen",Special,1,7.33,2950,4.554621848739496,,,,1.0,1.0,,,
2157,"Adventure, Drama",Movie,1,7.33,6491,6.286407766990291,1.0,,,,1.0,,,
2158,Comedy,Special,24,7.33,3085,5.1192660550458715,,,,,1.0,,,
2159,"Action, Mecha, Sci-Fi",Special,1,7.33,4680,4.824242424242424,,,1.0,1.0,,,,
2160,"Kids, Magic, Shoujo",Movie,1,7.33,2108,5.75,,1.0,1.0,,1.0,,,
2161,"Mystery, Seinen, Supernatural, Thriller",TV,13,7.33,36075,6.124633431085044,1.0,,1.0,,,1.0,,
2162,"Adventure, Comedy, Drama, Military, Sci-Fi, Space",OVA,10,7.33,5006,5.766990291262136,1.0,,1.0,,1.0,1.0,,
2163,Music,Music,1,7.33,5729,4.928301886792453,,,,,1.0,,,
2164,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.33,37792,5.315018315018315,,,1.0,1.0,1.0,,,
2165,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.33,5765,4.441666666666666,,,1.0,,1.0,,,
2166,"Drama, Romance, Sports",TV,26,7.33,5758,5.284090909090909,1.0,1.0,,1.0,,,,
2167,"Comedy, Harem, Romance, School, Supernatural",TV,12,7.33,76880,5.922954091816368,,1.0,1.0,,1.0,,,
2168,"Comedy, Supernatural",TV,11,7.33,101326,5.959864330130017,,,1.0,,1.0,,,
2169,"Adventure, Sci-Fi",Movie,1,7.33,524,4.333333333333333,,,1.0,,1.0,,,
2170,"Action, Drama, Military, Sci-Fi, Space",Movie,1,7.33,1678,5.6521739130434785,1.0,,1.0,1.0,,1.0,,
2171,"Comedy, Parody",Special,3,7.33,34305,5.253118503118503,,,,,1.0,,,
2172,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo, Super Power",TV,13,7.33,37394,5.725501432664757,1.0,1.0,1.0,,1.0,,,
2173,"Drama, Fantasy, Music, Romance, School",TV,12,7.33,16720,5.410048622366289,1.0,1.0,1.0,,1.0,,,
2174,"Action, Fantasy, Magic, Shoujo",TV,48,7.33,10568,5.257142857142857,,1.0,1.0,1.0,,,,
2175,"Action, Adventure, Drama, Military, Sci-Fi, Space",TV,25,7.33,2568,5.232876712328767,1.0,,1.0,1.0,1.0,1.0,,
2176,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,7.33,53360,5.887328767123288,,,1.0,1.0,1.0,,1.0,
2177,"Action, Fantasy, Game, Sci-Fi",Movie,1,7.32,22537,5.347942754919499,,,1.0,1.0,,1.0,,
2178,"Action, Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",Movie,1,7.32,11617,5.147982062780269,,,1.0,1.0,1.0,1.0,,
2179,"Action, Game, Romance, School, Sci-Fi",OVA,2,7.32,61198,5.618263473053892,,1.0,1.0,1.0,,1.0,,
2180,"Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi",TV,26,7.32,62753,5.728934010152284,1.0,1.0,1.0,1.0,1.0,,,
2181,"Action, Drama, Sports",Movie,1,7.32,1540,5.685714285714286,1.0,,,1.0,,,,
2182,"Comedy, School, Shounen",Special,2,7.32,7962,4.279503105590062,,1.0,,,1.0,,,
2183,"Comedy, School",ONA,6,7.32,60139,5.459938629389703,,1.0,,,1.0,,,
2184,"Comedy, Fantasy, Sci-Fi",TV,104,7.32,3782,5.041237113402062,,,1.0,,1.0,,,
2185,"Action, Adventure, Fantasy, Magic",TV,13,7.32,55277,5.7347118345798505,,,1.0,1.0,1.0,,,
2186,Adventure,Movie,1,7.32,1156,4.612903225806452,,,,,1.0,,,
2187,"Adventure, Drama, Mystery",TV,26,7.32,31874,5.816042780748663,1.0,,,,1.0,1.0,,
2188,"Drama, Historical",TV,26,7.32,811,5.291666666666667,1.0,,,,,,,
2189,"Comedy, Magic, Shoujo",TV,52,7.32,2387,4.833333333333333,,1.0,1.0,,1.0,,,
2190,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",TV,12,7.32,101287,5.668411037107517,,1.0,1.0,,1.0,,1.0,
2191,"Action, Drama, Ecchi, Horror, Psychological, Sci-Fi, Seinen, Supernatural",Movie,1,7.34,8569,2.75,1.0,,1.0,1.0,,,1.0,
2192,"Drama, Shoujo",OVA,3,7.32,1248,5.297297297297297,1.0,1.0,,,,,,
2193,"Comedy, Mystery",Special,1,7.32,46415,5.602033132530121,,,,,1.0,1.0,,
2194,"Shounen, Sports, Super Power",TV,47,7.32,18480,5.447761194029851,,,,1.0,1.0,,,
2195,"Action, Police",ONA,13,7.32,37500,6.0846605196982395,,,,1.0,,1.0,,
2196,"Comedy, Seinen, Slice of Life, Super Power",TV,12,7.32,64307,5.852348993288591,1.0,1.0,,,1.0,,,
2197,"Fantasy, Harem, Romance, Shoujo, Supernatural",TV,12,7.32,61410,5.557330290929834,,1.0,1.0,,,,,
2198,"Comedy, Drama, Sci-Fi, Shounen, Sports",TV,26,7.32,39758,5.634121274409044,1.0,,1.0,1.0,1.0,,,
2199,"Comedy, Ecchi, School",OVA,3,7.32,20256,5.6140035906642725,,1.0,,,1.0,,1.0,
2200,"Action, Demons, Fantasy, Shounen, Supernatural",Special,1,7.32,20616,4.232018561484919,,,1.0,1.0,1.0,,,
2201,"Action, Horror, Sci-Fi, Super Power",OVA,6,7.32,6090,5.902834008097166,1.0,,1.0,1.0,1.0,,,
2202,"Comedy, Ecchi, Harem, Romance",OVA,1,7.32,21824,5.2847583643122675,,1.0,,,1.0,,1.0,
2203,"Action, Adventure, Comedy, Shounen",Movie,1,7.32,4296,5.253731343283582,,,,1.0,1.0,,,
2204,Music,Music,1,7.32,6713,4.910179640718563,,,,,1.0,,,
2205,"Ecchi, Mystery, Romance, Seinen",OVA,1,7.32,17967,5.6948453608247425,1.0,1.0,,,,1.0,1.0,
2206,"Comedy, Magic, Shoujo",TV,49,7.32,7878,4.780555555555556,,1.0,1.0,,1.0,,,
2207,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1,7.32,10373,4.443526170798898,,,1.0,1.0,1.0,,,
2208,"Comedy, Harem, Romance, School",TV,13,7.32,156116,6.00453720508167,,1.0,,,1.0,,,
2209,"Action, Game, Mystery, Shounen",TV,25,7.32,64958,5.6999482669425765,,,,1.0,1.0,1.0,,
2210,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.32,42389,5.198512137823022,1.0,,1.0,,1.0,,,
2211,"Action, Comedy, Harem, Mecha, Romance, Sci-Fi",OVA,6,7.32,7289,5.372641509433962,,1.0,1.0,1.0,1.0,,,
2212,"Military, Romance, Sci-Fi, Space",Special,1,7.32,5324,5.766283524904215,,1.0,1.0,,,1.0,,
2213,"Action, Historical, Martial Arts, Samurai",Special,1,7.32,9553,5.442516268980477,1.0,,,1.0,,1.0,,
2214,"Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.32,13008,5.438896189224704,,,1.0,,1.0,,,
2215,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,7.32,1895,5.379746835443038,1.0,,1.0,1.0,,1.0,,
2216,"Action, Drama, Mecha, Military, Sci-Fi",Special,1,7.33,472,5.333333333333333,1.0,,1.0,1.0,,1.0,,
2217,"Comedy, Drama, Slice of Life",TV,12,7.32,25760,6.141880341880342,1.0,1.0,,,1.0,,,
2218,"Comedy, Drama, Music",OVA,3,7.32,9893,5.369047619047619,1.0,,,,1.0,,,
2219,"Drama, Historical, Seinen",TV,12,7.32,42139,5.9462486002239645,1.0,,,,,,,
2220,"Action, Comedy, Demons, Seinen, Supernatural, Vampire",OVA,1,7.31,48728,5.432550043516101,1.0,,1.0,1.0,1.0,,,
2221,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.31,8252,4.935205183585313,,,,,1.0,1.0,,
2222,"Action, Adventure, Fantasy, Magic",Movie,1,7.31,1928,6.173076923076923,,,1.0,1.0,1.0,,,
2223,"Adventure, Shounen, Supernatural",OVA,2,7.31,3223,4.471014492753623,,,1.0,,1.0,,,
2224,"Comedy, Mecha, Sci-Fi",Special,26,7.31,18178,5.373673036093418,,,1.0,,1.0,,,
2225,"Adventure, Drama, Shounen",TV,26,7.31,7484,5.706666666666667,1.0,,,,1.0,,,
2226,"Action, Adventure, Mecha, Sci-Fi",TV,46,7.31,1329,5.9,,,1.0,1.0,1.0,,,
2227,"Comedy, Fantasy, Seinen",Special,6,7.31,11459,5.506912442396313,1.0,,1.0,,1.0,,,
2228,"Adventure, Historical, Shounen",TV,52,7.31,5243,5.032679738562091,1.0,,,,1.0,,,
2229,"Action, Mecha, Space",TV,12,7.31,96718,6.03434065934066,,,1.0,1.0,,,,
2230,"Action, Ecchi, Mecha, Sci-Fi, Super Power",TV,24,7.31,30766,5.696323529411765,,,1.0,1.0,1.0,,1.0,
2231,"Adventure, Comedy, Romance",Special,1,7.31,40858,5.569603668522764,,1.0,,,1.0,,,
2232,"Action, Adventure, Comedy, Game, Parody",ONA,13,7.31,740,6.666666666666667,,,,1.0,1.0,1.0,,
2233,"Action, Adventure, Comedy, Shounen",Special,1,7.31,2694,5.122641509433962,,,,1.0,1.0,,,
2234,"Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",TV,41,7.31,835,5.529411764705882,,,1.0,1.0,1.0,,,
2235,"Comedy, Drama, Sci-Fi",TV,51,7.31,1711,5.232142857142857,1.0,,1.0,,1.0,,,
2236,"Adventure, Drama, Fantasy, Historical",TV,127,7.31,591,3.9,1.0,,1.0,,1.0,,,
2237,"Comedy, Shounen",TV,99,7.31,1828,4.925925925925926,,,,,1.0,,,
2238,"Comedy, Sports",Special,2,7.31,4495,4.152284263959391,,,,1.0,1.0,,,
2239,"Action, Game, Sci-Fi, Shounen",TV,55,7.31,6670,5.328,,,1.0,1.0,1.0,1.0,,
2240,"Drama, Romance, School, Sci-Fi",TV,13,7.31,58051,6.008333333333334,1.0,1.0,1.0,,,,,
2241,"Drama, Fantasy, Romance",Movie,1,7.31,1705,5.590361445783133,1.0,1.0,1.0,,,,,
2242,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen",TV,24,7.31,158772,6.053712035995501,1.0,1.0,1.0,,1.0,,1.0,
2243,"Action, Adventure, Fantasy, Magic",TV,26,7.31,50455,5.88133704735376,,,1.0,1.0,1.0,,,
2244,"Action, Drama, Fantasy, Horror, Martial Arts, School, Supernatural",TV,14,7.31,43632,5.890042761148442,1.0,1.0,1.0,1.0,,,,
